trial,selected_by,error,use_standard_sl_tp,stop_loss_parameter_binance,take_profit_parameter_binance,activation_threshold,trailing_distance,adjustment_step,third_level_trailing_distance,enable_breakeven,enable_trailing_take_profit,filtering_active,beobachten_active,seite,min_price_change_pct_min,min_price_change_pct_max,price_change_lookback_minutes,symbol_observation_hours,close_position,allow_short,allow_long,filter_previous_day,previous_day_direction,require_timeframe_alignment,ema_fast_parameter,ema_slow_parameter,ema_baseline_parameter,back_trend_periode,min_trend_strength_parameter,min_trend_duration_parameter,rsi_period,rsi_buy,rsi_sell,rsi_exit_overbought,rsi_exit_oversold,volume_sma,volume_multiplier,volume_entry_multiplier,min_volume,use_momentum_check,momentum_lookback,momentum,use_bb,bb_period,bb_deviation,use_macd,macd_fast_period,macd_slow_period,macd_signal_period,use_adx,adx_period,adx_threshold,use_vwap,use_advanced_vwap,advanced_vwap_std_threshold,use_obv,obv_period,use_chaikin_money_flow,cmf_period,cmf_threshold,interval_int_2,interval_int_3,symbol,total_trades,win_rate,total_profit,max_drawdown,profit_factor,avg_profit,total_commission,avg_slippage,total_slippage,stop_loss_hits,take_profit_hits,signal_exits,trailing_stop_hits,observation_timeout_exits,backtest_end_exits,stop_loss_percent,take_profit_percent,signal_exits_percent,trailing_stop_percent,observation_timeout_percent,backtest_end_percent,advanced_vwap_periods,take_profit_levels,take_profit_size_percentages
47,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0181,0.0256,0.0,1.0,0.1,1.0,False,False,False,False,both,4.32,43.77,345,3,True,True,True,False,bullish,False,4,58,135,18,1.85,10,6,71,19,93,4,30,2.52,0.89,0.8946,False,36,0.6438,False,11,1.73,False,20,58,13,False,35,32.2,False,True,1.77,True,10,True,8,-0.1,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[47, 93, 162]",[2.6],[100.0]
48,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0568,0.055,0.0,1.0,0.1,1.0,False,False,False,False,short,1.22,41.59,136,2,False,True,True,False,bullish,False,27,32,139,14,0.26,8,23,83,39,84,9,15,0.92,2.2,0.91,True,10,0.7683,True,13,2.11,True,9,53,5,False,35,32.2,True,False,0.89,False,11,True,25,-0.24,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[16, 107, 220]",[5.5],[100.0]
49,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0661,0.0596,0.0,1.0,0.1,1.0,False,False,False,False,long,0.99,6.94,253,9,True,True,True,False,bearish,False,30,102,246,18,0.76,3,15,77,44,87,8,28,4.39,0.62,0.967,False,36,0.6438,False,11,1.73,False,20,58,13,True,36,18.4,True,True,2.2,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[29, 56, 200]",[6.0],[100.0]
50,ML-Guided,,False,0.99,1.0,0.62,2.4,0.61,1.0,True,False,False,False,long,4.24,12.22,145,4,True,True,True,False,bearish,False,16,91,163,14,3.74,3,29,63,42,98,6,35,1.46,1.17,0.9061,False,36,0.6438,False,11,1.73,False,20,58,13,True,36,31.5,True,True,0.32,False,11,True,8,-0.25,5m,5m,,4.0,0.75,1.2301466068943556,5.568237519253996,1.7953467270237355,0.3075366517235889,0.4478948813302988,0.7500000000000068,0.0,2.0,2.0,0.0,2.0,0.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,"[47, 84, 188]","[1.0, 3.0]","[50.0, 50.0]"
51,ML-Guided,,False,0.99,1.0,0.4,1.41,0.17,1.0,True,False,False,False,long,4.06,44.07,68,7,True,True,True,False,bearish,False,4,91,206,13,1.65,3,5,55,39,83,22,30,2.32,1.39,0.4487,False,36,0.6438,True,28,2.56,True,14,33,13,False,35,32.2,False,False,0.89,True,15,True,17,-0.21,5m,5m,,116.0,0.3448275862068966,-146.81307585604344,595.5171036188306,0.2955201523653034,-1.2656299642762363,22.28077685650052,0.7112068965517109,0.0,59.0,21.0,36.0,19.0,0.0,0.0,43.7037037037037,15.555555555555555,26.666666666666668,14.074074074074074,0.0,0.0,"[46, 142, 218]","[1.0, 2.8]","[50.0, 50.0]"
52,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0473,0.0274,0.0,1.0,0.1,1.0,False,False,False,False,long,3.85,16.71,400,4,False,True,True,False,bearish,False,19,76,102,10,2.58,7,25,67,25,75,5,43,2.09,1.87,0.8903,False,36,0.6438,False,11,1.73,True,16,39,18,False,35,32.2,True,False,0.89,True,22,True,10,-0.17,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[21, 143, 267]",[2.7],[100.0]
53,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0199,0.0643,0.0,1.0,0.1,1.0,False,False,False,False,short,3.68,30.16,717,8,False,True,True,False,bearish,False,27,124,98,10,0.04,7,11,84,44,94,27,47,1.04,0.45,0.3635,True,21,0.0516,False,11,1.73,True,13,34,7,False,35,32.2,True,False,0.89,True,22,True,19,-0.23,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[47, 111, 250]",[6.4],[100.0]
54,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.98,4.0,1.48,1.0,False,False,False,False,long,4.4,47.51,382,12,True,True,True,False,bearish,False,20,34,157,6,4.16,2,26,69,42,95,11,56,4.4,1.27,0.9794,True,40,0.5389,True,24,3.31,True,13,33,19,True,29,37.2,False,True,2.18,False,11,True,21,-0.21,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[36, 73, 193]","[2.9, 4.4]","[50.0, 50.0]"
55,ML-Guided,,False,0.99,1.0,0.9,5.7,1.46,1.0,False,False,False,False,long,0.7,36.7,162,12,True,True,True,False,bearish,False,20,82,63,16,1.73,10,13,70,37,95,2,35,1.81,2.37,0.7155,False,36,0.6438,False,11,1.73,False,20,58,13,False,35,32.2,True,False,0.89,True,13,True,33,-0.27,5m,5m,,20.0,0.7,-16.995778481170852,87.43167740408416,0.6246928618323908,-0.8497889240585426,4.494005838411346,0.7499999999999944,0.0,1.0,14.0,5.0,0.0,0.0,0.0,5.0,70.0,25.0,0.0,0.0,0.0,"[28, 76, 187]",[0.9],[100.0]
56,ML-Guided,,False,0.99,1.0,0.17,1.91,0.42,1.0,True,False,False,False,both,3.6,41.37,617,6,False,True,True,False,bullish,False,26,66,194,13,2.47,7,22,64,28,78,10,52,3.52,0.57,0.853,True,8,0.8145,False,11,1.73,True,13,27,11,True,28,33.3,True,False,0.89,False,11,True,18,0.2,5m,5m,,9.0,0.1111111111111111,-21.62437904114496,88.46476839535424,0.1957017906970814,-2.40270878234944,2.027743485999815,0.7500000000000019,0.0,8.0,0.0,0.0,4.0,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,0.0,0.0,"[47, 130, 265]","[2.2, 3.3]","[50.0, 50.0]"
57,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0675,0.0346,0.0,1.0,0.1,1.0,False,False,False,False,long,4.08,46.25,106,11,False,True,True,False,bearish,False,28,124,231,19,2.8,4,21,66,43,75,30,27,2.0,2.2,0.9258,True,11,0.285,True,32,2.04,True,23,56,7,False,35,32.2,False,False,0.89,True,28,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[46, 59, 243]",[3.5],[100.0]
58,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0671,0.0692,0.0,1.0,0.1,1.0,False,False,False,False,long,1.59,30.46,93,10,True,True,True,False,bearish,False,26,33,98,17,1.99,9,19,82,41,87,5,47,4.23,0.68,0.8528,False,36,0.6438,True,25,3.8,False,20,58,13,False,35,32.2,True,True,2.28,True,8,True,35,-0.04,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[26, 70, 156]",[6.9],[100.0]
59,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0353,0.0517,0.0,1.0,0.1,1.0,False,False,False,False,both,3.05,20.18,257,8,True,True,True,False,bullish,False,26,59,156,3,4.96,10,6,71,41,84,13,52,1.4,3.0,0.921,True,22,0.9368,True,35,2.94,False,20,58,13,False,35,32.2,False,True,0.6,True,21,True,36,0.12,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[44, 135, 290]",[5.2],[100.0]
60,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.34,4.05,0.79,1.0,True,False,False,False,short,2.99,35.68,190,8,True,True,True,False,bearish,False,28,61,233,9,3.2,10,30,75,44,79,5,23,3.0,2.29,0.9134,False,36,0.6438,True,48,2.6,False,20,58,13,True,33,24.6,True,True,0.38,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[31, 86, 236]","[3.4, 4.2]","[50.0, 50.0]"
61,ML-Guided,,False,0.99,1.0,0.94,3.45,1.13,1.0,False,False,False,False,long,1.78,47.45,192,6,True,True,True,False,bullish,False,27,63,151,14,1.06,2,11,67,22,78,18,48,4.8,2.79,0.8155,True,24,0.7151,False,11,1.73,False,20,58,13,True,37,36.8,False,False,0.89,True,7,True,13,-0.03,5m,5m,,13.0,0.4615384615384615,-21.797848801827588,87.19139520731036,0.4139068145736786,-1.6767576001405835,2.2556263002203174,0.7499999999999944,0.0,5.0,4.0,4.0,3.0,0.0,0.0,31.25,25.0,25.0,18.75,0.0,0.0,"[17, 52, 256]","[2.1, 5.0]","[50.0, 50.0]"
62,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0223,0.0213,0.0,1.0,0.1,1.0,False,False,False,False,short,0.84,41.54,49,7,True,True,True,False,bearish,False,25,31,84,12,4.93,4,25,65,44,83,4,24,4.41,1.45,0.8803,True,5,0.0903,True,38,3.16,False,20,58,13,True,20,22.8,True,True,1.34,False,11,True,16,0.05,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[36, 139, 231]",[2.1],[100.0]
63,ML-Guided,,False,0.99,1.0,0.25,1.4,0.14,1.47,False,True,False,False,both,4.93,46.11,82,2,True,True,True,False,bearish,False,14,93,68,17,1.37,4,9,76,39,98,28,54,0.96,0.51,0.8733,False,36,0.6438,False,11,1.73,False,20,58,13,False,35,32.2,False,False,0.89,True,12,True,37,0.19,5m,5m,,1304.0,0.6165644171779141,-857.0876477159663,3428.350590863873,0.4189158141018227,-0.6572758034631644,156.14089637739647,0.557323619631892,0.0,523.0,708.0,70.0,117.0,0.0,0.0,36.88293370944993,49.92947813822285,4.9365303244005645,8.251057827926656,0.0,0.0,"[29, 88, 176]","[0.6, 0.6, 2.8]","[33.33, 33.33, 33.33]"
64,ML-Guided,,False,0.99,1.0,0.36,5.64,1.12,4.64,False,True,False,False,both,0.83,45.81,689,12,False,True,True,False,bearish,False,27,46,142,3,2.36,2,14,70,39,90,2,56,0.98,0.47,0.9182,False,36,0.6438,True,16,3.47,False,20,58,13,True,36,16.9,True,False,0.89,False,11,False,1,0.0,5m,5m,,25.0,0.8,-6.211876604064626,89.80508668683179,0.9057272319987444,-0.248475064162585,2.703329271299744,0.4500000000000027,0.0,4.0,19.0,2.0,3.0,0.0,0.0,14.285714285714285,67.85714285714286,7.142857142857142,10.714285714285714,0.0,0.0,"[48, 127, 283]","[3.3, 4.0, 4.0]","[33.33, 33.33, 33.33]"
65,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.22,0.71,1.43,1.0,False,False,False,False,long,1.56,44.49,272,2,True,True,True,False,bullish,False,30,139,105,16,4.5,4,15,76,40,84,17,56,4.58,1.94,0.833,False,36,0.6438,False,11,1.73,True,11,39,7,False,35,32.2,True,True,0.96,True,10,True,7,0.19,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[19, 144, 259]","[2.5, 3.9]","[50.0, 50.0]"
66,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0163,0.0468,0.0,1.0,0.1,1.0,False,False,False,False,long,1.24,47.68,646,12,False,True,True,False,bullish,False,24,67,127,14,1.15,1,23,75,44,93,28,12,1.19,0.45,0.8623,False,36,0.6438,True,38,2.72,True,8,37,12,False,35,32.2,True,False,0.89,True,29,True,37,-0.24,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[45, 70, 255]",[4.7],[100.0]
67,ML-Guided,,False,0.99,1.0,0.73,4.53,1.4,1.0,False,False,False,False,short,4.55,47.49,174,9,True,True,True,False,bullish,False,19,105,123,15,3.24,7,13,63,45,92,30,48,2.48,0.79,0.5427,True,36,0.7039,False,11,1.73,True,10,30,15,True,22,23.5,True,True,1.19,False,11,True,29,0.02,5m,5m,,2.0,0.5,-5.789921561249992,37.60858246095941,0.4999868448448525,-2.894960780624996,0.4489465612499999,0.74999999999996,0.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,"[38, 57, 195]",[2.4],[100.0]
68,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0533,0.0225,0.0,1.0,0.1,1.0,False,False,False,False,both,4.27,15.98,529,4,False,True,True,False,bearish,False,27,145,206,3,0.9,8,12,72,44,92,5,42,0.94,2.97,0.9423,False,36,0.6438,True,16,3.25,False,20,58,13,True,8,30.2,False,True,0.6,True,24,True,36,-0.11,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[12, 79, 218]",[2.2],[100.0]
69,ML-Guided,,False,0.99,1.0,0.25,5.87,1.14,1.0,False,False,False,False,short,4.06,31.96,428,12,True,True,True,False,bearish,False,18,136,117,17,0.33,6,7,81,44,87,15,54,3.32,2.58,0.916,False,36,0.6438,True,29,3.95,False,20,58,13,False,35,32.2,True,True,0.84,True,25,True,18,-0.27,5m,5m,,57.0,0.4385964912280701,-85.07688902997315,399.3627572850031,0.552432692700916,-1.4925770005258447,12.78583160044147,0.7499999999999969,0.0,1.0,23.0,33.0,1.0,0.0,0.0,1.7241379310344829,39.6551724137931,56.896551724137936,1.7241379310344829,0.0,0.0,"[36, 82, 192]",[1.7],[100.0]
70,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0595,0.0458,0.0,1.0,0.1,1.0,False,False,False,False,short,0.7,40.51,541,9,True,True,True,False,bullish,False,30,109,143,3,1.36,8,20,67,45,93,4,58,1.16,0.84,0.8608,True,23,0.9353,True,34,2.45,True,14,38,14,True,30,16.9,False,False,0.89,True,7,True,38,-0.19,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[38, 72, 275]",[4.6],[100.0]
71,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.67,5.8,1.48,1.0,False,False,False,False,short,4.58,30.66,135,3,False,True,True,False,bullish,False,26,56,168,17,2.9,9,28,59,40,98,13,33,4.1,1.56,0.0413,False,36,0.6438,True,50,3.25,False,20,58,13,False,35,32.2,False,False,0.89,False,11,True,34,0.13,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[33, 56, 261]",[1.1],[100.0]
72,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0628,0.0484,0.0,1.0,0.1,1.0,False,False,False,False,long,2.27,25.05,86,3,False,True,True,False,bearish,False,30,49,185,3,2.01,8,15,61,43,91,18,60,4.53,2.07,0.1445,False,36,0.6438,False,11,1.73,False,20,58,13,True,13,29.9,False,True,1.72,True,13,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[16, 82, 288]",[4.8],[100.0]
73,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0661,0.0419,0.0,1.0,0.1,1.0,False,False,False,False,long,2.55,7.17,326,3,True,True,True,False,bearish,False,9,71,80,4,1.85,9,11,57,41,89,10,11,2.93,2.28,0.226,False,36,0.6438,False,11,1.73,True,23,38,7,False,35,32.2,True,False,0.89,False,11,True,22,-0.14,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[23, 140, 205]",[4.2],[100.0]
74,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0247,0.0187,0.0,1.0,0.1,1.0,False,False,False,False,long,2.41,19.92,148,6,False,True,True,False,bearish,False,23,136,214,19,4.79,1,8,69,42,83,2,28,4.17,0.54,0.8857,True,26,0.0913,False,11,1.73,False,20,58,13,True,16,26.4,True,True,0.68,False,11,True,23,-0.15,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[18, 144, 268]",[1.9],[100.0]
75,ML-Guided,,False,0.99,1.0,0.17,0.29,1.37,4.06,True,True,False,False,short,4.57,14.31,60,12,False,True,True,False,bearish,False,5,147,200,19,4.83,4,16,79,42,81,16,43,4.05,1.85,0.2158,True,2,0.5193,False,11,1.73,False,20,58,13,False,35,32.2,False,False,0.89,True,23,True,34,-0.2,5m,5m,,16.0,0.0625,-10.504831013593986,42.01932405437593,0.2647713118145254,-0.6565519383496241,3.607696289374101,0.7499999999999696,0.0,14.0,0.0,1.0,0.0,0.0,0.0,93.33333333333331,0.0,6.666666666666667,0.0,0.0,0.0,"[26, 140, 232]","[1.7, 3.2, 3.8]","[33.33, 33.33, 33.33]"
76,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.83,4.16,0.26,5.5,True,True,False,False,long,3.28,48.46,144,10,True,True,True,False,bullish,False,30,55,173,5,3.22,9,6,85,20,97,8,13,2.09,1.93,0.633,False,36,0.6438,True,22,2.29,False,20,58,13,True,30,17.7,False,True,0.47,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[29, 106, 275]","[2.1, 4.3, 5.0]","[33.33, 33.33, 33.33]"
77,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.53,1.8,1.0,4.72,False,True,False,False,both,3.72,49.09,108,10,False,True,True,False,bullish,False,28,34,193,14,1.79,4,22,59,43,84,12,31,4.03,0.68,0.3157,True,36,0.507,False,11,1.73,False,20,58,13,False,35,32.2,True,True,2.3,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[24, 124, 257]","[1.0, 1.9, 2.2]","[33.33, 33.33, 33.33]"
78,ML-Guided,,False,0.99,1.0,0.34,4.25,0.77,1.33,False,True,False,False,both,3.56,50.0,271,9,False,True,True,False,bearish,False,30,43,60,20,0.52,5,5,81,41,97,19,12,3.31,1.58,0.8953,False,36,0.6438,True,32,1.55,False,20,58,13,False,35,32.2,True,False,0.89,False,11,True,28,-0.12,5m,5m,,19.0,0.6842105263157895,20.257050971819904,22.25660153560134,1.6757697847594315,1.0661605774642056,2.4540846103828886,0.7105263157894716,0.0,2.0,11.0,6.0,1.0,0.0,0.0,10.0,55.00000000000001,30.0,5.0,0.0,0.0,"[36, 100, 247]","[1.9, 3.6, 4.8]","[33.33, 33.33, 33.33]"
79,ML-Guided,,False,0.99,1.0,0.89,2.97,1.11,3.8,True,True,False,False,long,4.62,47.64,469,12,True,True,True,False,bearish,False,30,127,174,15,3.17,6,13,81,42,90,25,32,3.08,2.7,0.7483,False,36,0.6438,True,17,1.79,True,16,57,6,False,35,32.2,False,False,0.89,False,11,False,1,0.0,5m,5m,,30.0,0.5333333333333333,-10.698420817678048,130.22280863470604,0.7987617444451192,-0.3566140272559349,4.505589007431529,0.6499999999999805,0.0,15.0,13.0,2.0,12.0,0.0,0.0,35.714285714285715,30.952380952380956,4.761904761904762,28.57142857142857,0.0,0.0,"[22, 119, 234]","[2.6, 3.2, 4.2]","[33.33, 33.33, 33.33]"
80,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0232,0.0157,0.0,1.0,0.1,1.0,False,False,False,False,long,1.61,49.11,665,8,True,True,True,False,bearish,False,27,71,203,7,3.94,3,19,60,25,78,17,15,1.95,2.54,0.4879,True,10,0.3872,True,43,3.24,True,21,57,16,True,40,22.4,False,False,0.89,False,11,True,33,-0.08,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[45, 111, 187]",[1.6],[100.0]
81,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0276,0.069,0.0,1.0,0.1,1.0,False,False,False,False,long,3.17,27.27,49,3,False,True,True,False,bullish,False,28,65,67,16,2.25,1,23,63,41,88,30,50,4.11,1.15,0.5059,True,17,0.9315,True,16,3.59,True,12,43,19,True,26,26.6,False,False,0.89,False,11,True,28,-0.26,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[10, 143, 164]",[6.9],[100.0]
82,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.68,0.62,1.45,1.0,True,False,False,False,long,4.28,19.41,30,8,True,True,True,False,bullish,False,18,101,54,7,4.07,7,10,70,37,77,7,29,3.83,2.74,0.0765,True,28,0.4009,False,11,1.73,True,21,46,5,True,10,33.1,True,True,1.91,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[46, 150, 160]",[0.8],[100.0]
83,ML-Guided,,False,0.99,1.0,0.32,0.83,1.42,1.0,True,False,False,False,both,4.28,49.78,403,1,True,True,True,False,bearish,False,6,132,86,12,0.61,2,5,61,29,82,2,20,3.09,2.93,0.9859,True,8,0.3525,True,31,2.44,True,22,37,15,True,8,40.0,True,True,0.6,True,6,False,1,0.0,5m,5m,,3.0,0.3333333333333333,-3.274419076746529,14.223576525973158,0.0791573214325576,-1.0914730255821763,0.6740498185414172,0.7499999999999858,0.0,3.0,0.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,"[13, 123, 182]","[1.1, 2.4]","[50.0, 50.0]"
84,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0563,0.0643,0.0,1.0,0.1,1.0,False,False,False,False,both,4.7,13.03,62,9,True,True,True,False,bullish,False,29,37,91,19,2.32,6,14,56,15,75,9,28,2.69,0.54,0.8383,True,17,0.7888,True,24,3.69,True,21,28,16,True,25,27.0,True,False,0.89,True,22,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[41, 59, 228]",[6.4],[100.0]
85,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0215,0.0245,0.0,1.0,0.1,1.0,False,False,False,False,long,2.66,21.43,325,10,True,True,True,False,bullish,False,30,92,54,3,4.39,2,19,62,17,97,3,46,4.05,0.46,0.9531,False,36,0.6438,True,18,3.78,True,15,38,17,False,35,32.2,True,False,0.89,False,11,True,8,-0.12,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[42, 127, 244]",[2.5],[100.0]
86,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.18,0.23,0.7,1.0,True,False,False,False,short,4.01,5.63,53,3,True,True,True,False,bullish,False,30,55,186,17,4.4,3,10,64,28,88,25,35,2.56,0.71,0.4726,True,26,0.2258,True,46,3.62,False,20,58,13,False,35,32.2,False,False,0.89,True,22,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[18, 90, 259]",[3.7],[100.0]
87,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0506,0.0178,0.0,1.0,0.1,1.0,False,False,False,False,long,3.13,10.88,594,8,True,True,True,False,bullish,False,29,45,162,17,4.59,9,13,76,37,79,2,21,4.61,1.39,0.4372,False,36,0.6438,True,19,3.95,True,16,58,6,True,15,23.6,False,True,0.88,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[42, 129, 183]",[1.8],[100.0]
88,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0264,0.0371,0.0,1.0,0.1,1.0,False,False,False,False,both,1.14,30.8,144,9,True,True,True,False,bearish,False,30,38,132,12,0.81,8,13,72,35,84,13,26,4.33,0.98,0.6697,False,36,0.6438,False,11,1.73,True,23,38,19,True,23,34.5,False,True,0.91,False,11,True,7,0.29,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[21, 116, 262]",[3.7],[100.0]
89,ML-Guided,,False,0.99,1.0,0.17,5.72,0.66,1.0,True,False,False,False,long,3.46,19.35,713,4,True,True,True,False,bullish,False,30,88,148,18,2.3,6,27,77,21,81,18,13,3.53,0.92,0.5216,True,11,0.1726,True,22,3.33,True,6,44,8,True,28,28.5,False,True,0.87,True,20,True,14,-0.13,5m,5m,,3.0,0.6666666666666666,-5.990532845000025,58.24848278000007,0.588622222650791,-1.996844281666675,0.6746328449999999,0.7499999999999759,0.0,1.0,2.0,0.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,"[35, 114, 212]",[1.8],[100.0]
90,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.048,0.0226,0.0,1.0,0.1,1.0,False,False,False,False,long,4.5,25.23,560,7,True,True,True,False,bearish,False,29,95,86,9,4.28,8,5,60,39,84,21,24,2.77,0.61,0.7705,True,15,0.8137,True,48,2.67,False,20,58,13,False,35,32.2,True,True,2.38,True,26,True,22,-0.21,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[20, 130, 263]",[2.3],[100.0]
91,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.62,3.26,1.5,3.09,True,True,False,False,long,2.55,36.47,685,1,True,True,True,False,bearish,False,29,43,96,6,2.99,2,29,77,39,91,23,45,1.59,2.9,0.2078,True,6,0.0489,True,34,1.82,False,20,58,13,True,17,32.9,False,True,1.0,True,8,True,13,-0.26,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[29, 140, 272]","[1.7, 1.8, 2.2]","[33.33, 33.33, 33.33]"
92,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0588,0.025,0.0,1.0,0.1,1.0,False,False,False,False,both,3.65,48.44,682,7,False,True,True,False,bearish,False,30,48,130,3,2.29,4,21,55,20,81,11,44,3.42,1.96,0.4101,False,36,0.6438,True,48,3.86,True,20,35,5,True,40,19.8,False,True,2.4,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[35, 104, 152]",[2.5],[100.0]
93,ML-Guided,,False,0.99,1.0,0.96,0.82,0.74,1.0,False,False,False,False,both,2.96,25.28,374,4,False,True,True,False,bullish,False,29,113,126,6,2.09,8,19,61,28,97,11,33,2.13,1.92,0.0541,False,36,0.6438,True,47,2.2,False,20,58,13,False,35,32.2,False,True,0.55,True,11,True,31,0.09,5m,5m,,32.0,0.15625,-51.31909098209081,205.2763639283632,0.1658859386409945,-1.603721593190338,7.201994671848078,0.7499999999999788,0.0,31.0,0.0,1.0,4.0,0.0,0.0,86.11111111111111,0.0,2.7777777777777777,11.11111111111111,0.0,0.0,"[45, 56, 276]",[3.4],[100.0]
94,ML-Guided,,False,0.99,1.0,0.36,1.93,0.13,1.0,False,False,False,False,short,3.26,49.2,376,7,False,True,True,False,bearish,False,30,85,175,19,4.75,9,7,83,22,96,3,35,2.22,1.03,0.3605,False,36,0.6438,False,11,1.73,False,20,58,13,False,35,32.2,True,False,0.89,True,28,True,27,-0.02,5m,5m,,4.0,0.25,-7.9567754457750866,42.805033388900895,0.3761957831444045,-1.989193861443772,0.906346458589014,0.7499999999999921,0.0,4.0,0.0,0.0,2.0,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,0.0,0.0,"[43, 135, 188]",[4.9],[100.0]
95,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0545,0.0319,0.0,1.0,0.1,1.0,False,False,False,False,both,4.14,35.52,628,9,False,True,True,False,bearish,False,30,53,73,14,3.74,5,10,59,37,85,7,60,4.18,2.44,0.0932,True,20,0.8323,False,11,1.73,False,20,58,13,True,23,38.7,True,True,0.76,True,14,True,14,0.13,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[14, 137, 160]",[3.2],[100.0]
96,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0272,0.0505,0.0,1.0,0.1,1.0,False,False,False,False,both,4.83,42.86,388,5,False,True,True,False,bullish,False,30,39,117,3,2.06,9,29,69,16,82,9,24,1.94,2.64,0.788,False,36,0.6438,True,38,2.77,False,20,58,13,False,35,32.2,False,True,1.62,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[18, 56, 253]",[5.1],[100.0]
